Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted
Ryan Mccullough,"Moran, Pacheco and Williams",Education,West,Medium,Email,15,10.86,2,1,266,0
Sandra Jordan,Lee and Sons,Retail,South,Medium,Ads,4,12.56,5,0,221,0
Taylor Stewart,"Kramer, Davidson and Mora",Finance,South,Small,Ads,23,1.94,7,1,332,1
James Terry MD,Silva LLC,IT,South,Medium,Ads,20,5.13,18,1,135,1
Michelle Ware,Anderson PLC,Finance,North,Large,Organic,41,5.91,10,1,214,1
Sharon Turner,Reed Ltd,IT,North,Small,Email,33,14.42,5,0,184,0
Robert Williams IV,Olson and Sons,Healthcare,East,Medium,Email,29,14.31,19,1,40,1
Andrew Villanueva,Mccarthy-Holmes,Education,North,Large,Organic,12,29.29,1,1,296,0
Katherine Anderson,"Morales, Anderson and Butler",Healthcare,East,Small,Webinar,34,2.3,6,0,178,0
Jennifer Mcclain,Mitchell Group,Education,West,Medium,Organic,7,17.5,1,1,286,1
Christopher Morrison,"Johnson, Singh and Wright",IT,North,Small,Webinar,37,18.65,4,0,123,0
Carol Clark,Raymond Inc,Retail,East,Large,Organic,18,5.7,11,1,335,1
Jonathan Wilkinson,Ramirez-Allen,Retail,West,Small,Ads,25,13.09,0,1,18,1
Victor Yates,Booker-Ramos,Healthcare,North,Small,Email,31,29.13,11,0,4,0
Jesse Archer,Carlson-Holden,Healthcare,East,Medium,Webinar,40,17.23,20,1,36,1
David Perry,Morgan PLC,Finance,South,Small,Email,19,8.95,20,1,208,1
Justin Morris,Castillo LLC,Education,East,Small,Webinar,43,3.65,14,1,85,1
Mrs. Tara Davis,"Carroll, Richardson and Henry",Retail,South,Medium,Webinar,45,4.11,8,0,251,0
Christina Owens,Johnson LLC,Education,West,Medium,Ads,7,20.25,19,0,319,0
Jordan Chen,Lin-Kennedy,Education,East,Medium,Email,39,9.01,3,0,181,1
Amber Harrison,"Lang, Stein and Lindsey",Retail,North,Small,Organic,18,1.4,3,1,355,0
Michael Chandler,Smith Ltd,Retail,West,Large,Webinar,5,2.27,17,1,301,0
Benjamin Simpson,Hunter-Henderson,Healthcare,North,Medium,Ads,2,11.97,9,0,11,0
Ashley Gonzalez,Peterson and Sons,Finance,East,Large,Ads,29,18.93,0,1,118,0
Bobby Livingston,Becker-Richardson,Finance,East,Small,Email,35,14.51,3,1,73,0
Jacob Leonard,Kennedy-Rogers,Retail,South,Large,Ads,25,13.52,0,0,169,1
Timothy Brown,"Harrison, Tucker and Peters",Retail,East,Large,Webinar,36,23.88,13,0,70,0
Vanessa Gordon,Webb Ltd,Healthcare,South,Medium,Ads,15,25.22,2,0,193,0
Nicole Curry,Brown-Huang,Retail,North,Medium,Webinar,30,17.93,19,1,8,1
Samantha Young,"Wolfe, Hall and Vargas",Healthcare,North,Medium,Ads,16,14.39,14,0,89,0
Michael Davis,"Ball, Raymond and Dixon",Finance,East,Small,Webinar,31,4.27,12,0,170,1
Ashley Gilmore,Hubbard-Frederick,Education,West,Medium,Ads,9,7.08,16,0,16,1
Joseph Rose,"Hoffman, Lloyd and Butler",Healthcare,South,Medium,Email,48,26.63,7,1,295,1
Robert Smith,"Lopez, King and Whitaker",Retail,South,Medium,Organic,38,12.87,13,1,163,1
Pamela Henderson,"Hoffman, James and Carter",Finance,South,Large,Webinar,17,27,19,0,303,1
Samuel Chan,"Miller, Mathis and Spencer",Retail,North,Medium,Email,16,27.02,2,0,354,1
Dawn Wells,Jones-Bennett,IT,South,Large,Organic,23,7.96,5,1,190,1
Ashley Hatfield,Olson LLC,Education,North,Large,Ads,6,17.5,11,1,129,1
Jennifer Francis,Lane-Roberts,Retail,West,Medium,Webinar,13,12.59,19,1,350,1
Lauren Fox,"Mejia, Hughes and Chan",Healthcare,West,Large,Webinar,20,25.57,3,0,326,0
Melinda Jones,"Figueroa, Adkins and Watts",IT,South,Small,Ads,6,2,8,1,185,1
Jennifer Newton,Clark Inc,Education,West,Medium,Email,19,6.22,19,1,333,1
Kathryn Guzman,"Hooper, Poole and Duncan",Education,North,Medium,Ads,46,20.59,20,0,278,1
Daniel Smith,Wolfe-Brooks,IT,North,Small,Webinar,25,24.3,5,0,133,0
Luis Miller,"Wheeler, Holmes and Murphy",Education,North,Large,Organic,15,18.48,20,0,51,0
Stephen Rose,Guzman-Barnett,Healthcare,West,Medium,Organic,39,28.12,8,0,211,1
Pamela Blake,"Collins, Maxwell and Vargas",Retail,North,Small,Ads,47,12.29,9,1,328,1
Matthew Gallegos,Wright LLC,Retail,North,Medium,Ads,5,16.83,10,1,109,1
Brian Brown,"Moore, Bradshaw and Stephens",Finance,East,Medium,Email,46,18.33,11,1,202,1
Kevin Day,"Ferguson, Nguyen and Lyons",Retail,West,Medium,Organic,36,27.27,15,1,249,1
Aaron Harrington,Allen-Johnson,IT,West,Large,Webinar,40,22.08,9,0,161,1
Jesse Richard,Flores-Mayo,Finance,West,Large,Ads,47,16.25,2,0,334,0
Donald Aguirre,Ramos Group,Healthcare,East,Medium,Organic,14,27.55,20,1,329,1
Jose Kelly PhD,Quinn-Rhodes,Education,North,Large,Webinar,34,3.57,9,0,297,1
Jack Sexton,"Charles, Harrison and Warren",Healthcare,West,Small,Organic,32,5.02,20,1,296,1
Jane Price,Wright-Johnson,Education,East,Medium,Webinar,48,5.89,15,1,324,1
Clayton Robinson,Evans LLC,Healthcare,South,Small,Webinar,11,25.68,13,1,249,1
Jennifer Watts,"Robinson, Harris and Garcia",IT,East,Small,Email,9,7.83,7,1,54,0
Daniel Porter,"Melton, Mathews and Johns",Retail,East,Small,Organic,36,15.95,7,0,294,1
Mark Campos,"Williamson, Colon and Hernandez",Retail,East,Small,Webinar,44,8.44,16,1,335,1
Paul Palmer,Gaines-Reed,Finance,South,Medium,Organic,12,23.17,9,0,275,0
John Hoffman,"Mcfarland, Jones and Harrison",Retail,West,Medium,Ads,30,20.03,19,1,225,1
Matthew Sharp,"Ellis, Conley and Aguirre",Retail,North,Large,Organic,31,27.29,12,1,315,1
Zachary Thompson,Larson-Duarte,Retail,East,Medium,Organic,45,14.9,1,1,365,0
Nathan Cruz,Hudson-Jordan,Education,East,Medium,Webinar,44,18.74,3,0,268,1
Nicole Cross,Chavez Inc,Healthcare,East,Small,Webinar,34,25.4,16,0,197,1
Laura Scott,Ortega LLC,Retail,South,Large,Webinar,5,29.72,10,1,257,1
Caitlin Hicks,"Williams, Adams and Burton",Healthcare,South,Large,Webinar,35,17.06,14,0,167,0
Jesus Cortez,"Hoffman, Powell and Lewis",Healthcare,East,Medium,Ads,40,11.82,16,1,113,1
Paul Johnson,"Davis, King and Griffin",Finance,North,Medium,Email,16,24.51,16,0,216,0
Andrew Lane,Anderson-Gomez,Finance,South,Large,Webinar,23,26.49,7,0,115,0
Robert Evans,"Webb, Allen and Knight",IT,East,Small,Webinar,8,19.36,3,0,20,0
Megan Hudson,Sosa-Cameron,Finance,East,Large,Email,12,27.15,0,1,167,0
Ricky Chapman,Chavez-Barnes,IT,North,Medium,Email,14,22.52,20,0,265,0
Marc Myers,"Tran, Johnson and Huber",Finance,North,Large,Ads,5,18.54,11,1,224,0
John Jones,Fisher Inc,Finance,South,Medium,Email,20,29.91,14,1,202,1
Kimberly Brown,"Shepherd, Morris and Russell",Education,East,Small,Ads,19,25.13,14,1,131,1
Willie Moody,Estrada Inc,IT,South,Medium,Webinar,19,20.43,7,1,335,1
Laura Snow,"Chavez, Rodriguez and Lane",Retail,East,Large,Webinar,18,4.7,11,1,311,1
Claudia Larson,Boyd-Benitez,Finance,West,Large,Email,49,6.51,14,1,187,1
Brittney Barrett,Rhodes PLC,Education,South,Large,Email,24,3.99,8,1,68,1
Scott Boone,"Perez, Martinez and Hall",IT,North,Medium,Email,20,5.95,6,1,5,1
Benjamin Rose,Thompson Ltd,IT,North,Medium,Ads,9,28.03,4,0,234,0
Tracy Dominguez,"Clark, Jackson and Weeks",Education,West,Small,Organic,28,29.94,17,0,232,0
Mason Parker,Smith-Macias,Retail,South,Medium,Email,21,22.08,18,1,286,1
Joshua Romero,Henry LLC,Education,South,Medium,Ads,46,20.26,8,1,248,1
Jason Davis,"Larson, Aguilar and Williams",IT,West,Small,Ads,44,10.38,9,0,109,0
Terry Conway,Martin PLC,Education,South,Small,Ads,41,18.34,11,1,151,1
Tonya Copeland,"Guzman, Brown and Armstrong",Healthcare,West,Medium,Webinar,46,6.95,5,0,283,0
Mary Moore,Schwartz PLC,Retail,South,Medium,Organic,36,24.76,9,0,230,0
Casey Middleton,Mcconnell-Evans,Retail,North,Medium,Organic,18,14.97,0,0,38,0
Teresa Crawford,Wade Inc,Education,North,Small,Webinar,23,19.3,3,1,142,0
Jeremy Miles,Sparks-Diaz,IT,East,Small,Ads,9,8.9,2,0,122,1
Andrew Simmons,"Johnson, Coleman and Gordon",IT,North,Small,Ads,30,12.19,19,0,347,1
Tammy Fitzpatrick,Sosa-Garcia,Finance,East,Medium,Ads,8,20.94,7,0,359,1
Tony Rodriguez,Christensen Ltd,IT,South,Small,Webinar,17,19.55,12,0,289,1
Joel James,"Woods, Howard and Buck",Healthcare,West,Large,Webinar,19,10.77,1,1,27,1
Katelyn Nunez,Craig PLC,Finance,West,Medium,Webinar,13,13.1,12,0,288,1
Steven Bradley,Becker Inc,Healthcare,East,Small,Email,2,5.78,9,1,174,0
Shelley Lee,Garner-Williams,Finance,West,Large,Organic,18,22.84,0,1,38,0
Amy Williams,Williams-Love,Finance,East,Small,Organic,20,13,8,0,166,1
Angela Waller,Torres PLC,Finance,South,Medium,Ads,30,20.62,5,1,289,1
Steve Thompson,Cochran LLC,Retail,East,Medium,Email,45,12.37,4,0,152,1
Tammy Hayes,"Alexander, Thomas and Ayala",Finance,East,Small,Ads,30,1.45,6,1,301,1
Debra Coleman,Tapia-Sutton,Retail,North,Medium,Organic,4,3.96,7,1,235,1
Jonathon Watts,Sellers LLC,IT,West,Large,Ads,24,11.7,1,0,39,1
Mark Rodriguez,"Jones, Rodriguez and Carr",Education,South,Small,Email,17,2,5,1,120,0
Megan Davis,"Tucker, Nelson and Wilson",Healthcare,South,Small,Organic,50,20.98,8,1,341,1
Brian Hutchinson,Davis-Caldwell,Retail,East,Medium,Organic,49,24.73,1,1,365,0
Michael Terrell,"Reynolds, Jones and Byrd",Retail,South,Medium,Organic,45,27.28,10,0,101,0
Kelly Davis,Jones-Hall,Education,West,Medium,Organic,24,7.44,18,1,192,1
Lisa Coleman,Morris-Oneal,Healthcare,East,Small,Webinar,24,15.2,5,1,192,0
Lorraine Baker,Brewer Ltd,Finance,South,Medium,Ads,23,20.86,1,0,20,1
Elaine Hampton,"Johnson, Combs and Snow",Retail,East,Small,Email,5,3.13,8,1,96,1
Corey Lopez,Rivera PLC,IT,North,Medium,Webinar,24,8.7,0,1,36,1
Melinda Thomas,Hall LLC,Education,North,Large,Email,28,8.28,9,1,365,1
Amy Graham,Smith LLC,Healthcare,North,Large,Webinar,46,20.25,5,1,267,1
Charles Fleming,Knight-Morris,Retail,West,Small,Email,23,20.74,3,1,268,0
Jason Harmon,Sweeney and Sons,Finance,East,Large,Organic,17,22.65,9,0,33,0
Rebecca Proctor,Cook-Smith,IT,West,Medium,Organic,35,11.22,9,1,356,1
Mark Jennings,Espinoza-Gray,Finance,North,Large,Ads,28,24.36,16,1,56,1
Shawn Cook,"Gonzalez, Lynch and Singh",Finance,North,Large,Email,48,14.93,2,1,74,1
John Boyd,Miller-Foster,Healthcare,North,Large,Email,45,27.14,15,0,183,1
Jonathan Beasley,"Davis, Davis and Wolfe",Healthcare,North,Medium,Webinar,48,7.71,3,1,299,1
Deborah Sullivan,Young and Sons,IT,South,Large,Email,26,2.99,17,0,259,1
Michael Cantu,"Ibarra, Jackson and Mason",Healthcare,West,Small,Email,39,17.33,11,0,122,1
David Evans,Decker-Quinn,Education,East,Large,Email,42,10.33,5,0,127,1
Michael Garza,Everett Inc,Retail,South,Medium,Organic,34,14.73,6,1,106,1
Matthew Anderson,"Garcia, Fields and Calderon",IT,West,Medium,Organic,21,1.59,9,1,348,1
Madeline Lin,Davis Ltd,Education,South,Large,Organic,32,13.7,1,0,62,0
John Pena,"Wilson, Snyder and Lee",IT,North,Medium,Organic,1,23.61,3,1,67,0
Angela Nelson,"Avery, Snow and Russell",IT,South,Large,Ads,7,5.62,14,0,167,0
Steven White,Lopez-Skinner,Healthcare,North,Medium,Organic,11,15.53,9,0,289,0
Gregory Anderson,Barker Group,Healthcare,South,Large,Ads,9,28.35,3,0,70,1
Kimberly Gray,Bowen Inc,Finance,West,Medium,Email,44,9.3,14,0,355,0
Dana Olson,"Mcgrath, Sanchez and Barton",Healthcare,West,Small,Email,30,7.04,2,1,334,1
Elizabeth Morrison,Hall-Barrera,Finance,South,Large,Webinar,26,27.34,16,0,26,1
Angela Mccarty,Madden-Melton,Finance,North,Large,Webinar,20,7.75,3,1,360,1
Ryan Klein,Richardson Ltd,Healthcare,East,Small,Organic,12,13.65,6,1,76,1
Robert Sanchez,Zavala Group,Retail,North,Medium,Email,18,23.14,20,1,289,1
Andrew Lopez,"Brady, Mcknight and Doyle",IT,East,Medium,Organic,2,13.4,16,0,113,1
David Miller,Duncan Group,Education,South,Large,Ads,29,18.2,11,0,95,0
Christopher Lopez,Curtis-Harris,Finance,North,Medium,Webinar,10,19.73,8,1,103,0
Pamela King,"Galvan, Frank and Rivera",Education,West,Large,Organic,12,23.61,4,1,168,0
Crystal Roberts,"Mendoza, Johnson and Kaiser",Education,South,Small,Organic,33,27.64,8,0,18,0
James Diaz,"Kelly, Elliott and Martinez",Retail,West,Small,Ads,37,5.87,13,0,188,0
Colton Hale,Wolf-Romero,IT,West,Large,Ads,39,9.94,1,1,227,1
Lauren Hernandez,"Molina, Leon and Guerrero",IT,North,Large,Organic,42,3.49,10,0,299,0
Valerie Matthews,Garcia-Smith,IT,North,Medium,Organic,28,22.87,9,0,250,1
Dr. Nicole May,Clark Ltd,IT,North,Large,Organic,37,5.78,0,1,37,0
Billy Cruz,"Harper, Dyer and Gonzalez",Finance,East,Small,Webinar,48,5.57,5,0,264,1
Brandon Boyer,"Rich, Patel and Davis",Education,East,Medium,Email,44,24.84,9,1,366,1
Carla Brown,Estes and Sons,IT,East,Medium,Organic,47,7.34,7,1,155,1
Robert Lee,Ramirez Ltd,Finance,North,Small,Ads,34,24.47,18,1,269,1
Ernest Greene,"Burke, Hansen and Hooper",Retail,East,Small,Email,17,28.18,1,1,306,0
Eric Davis,Drake and Sons,Healthcare,West,Small,Email,3,22.68,7,0,170,0
Travis Miller,"Castillo, Smith and Salinas",Finance,East,Small,Ads,21,23.33,1,1,309,0
Amy Myers,Turner-Hawkins,IT,East,Small,Ads,29,21.67,20,1,25,1
Marissa Mckinney,Perkins Group,Retail,South,Small,Ads,24,20.07,13,0,23,1
Teresa Castaneda,Harmon Group,Healthcare,West,Small,Email,20,14.98,19,0,137,1
Anita Cox,Ramsey PLC,Finance,North,Small,Webinar,16,16.67,0,1,360,0
Nicole Strong,Padilla PLC,Healthcare,West,Large,Email,44,4.51,4,1,93,0
Nicole Kim,Williams-Mccarthy,Retail,East,Large,Webinar,32,1.61,7,1,194,1
Kathleen Salas,Cooke-Frey,Retail,West,Large,Organic,6,24.27,11,0,340,1
Mark Brown DDS,"Rasmussen, Trevino and Price",IT,West,Large,Webinar,48,2.37,1,1,329,1
David Velez,Moore Ltd,Education,North,Medium,Webinar,19,23.96,13,0,90,1
Alexis Collier,Kennedy and Sons,IT,West,Large,Ads,30,28.76,6,1,288,1
Kimberly Hines,Henderson-Taylor,Healthcare,East,Medium,Organic,20,26.7,14,0,137,0
Ronald Carter,"Turner, Bell and Patrick",IT,West,Large,Webinar,17,21.55,12,0,37,0
Jessica Farmer,Fox-Brooks,IT,North,Small,Ads,16,26.68,1,1,196,0
Jennifer White,Mason Group,Retail,West,Large,Email,22,10.7,15,0,141,1
Travis Luna,"Weaver, Figueroa and Cox",Healthcare,East,Medium,Webinar,36,25.67,16,1,51,1
Charles Proctor,Phillips-Guzman,IT,South,Medium,Webinar,43,27.57,7,1,364,1
Shirley Frye,Harris-Mcfarland,Finance,North,Large,Organic,40,20.27,18,0,302,1
Eric Curtis,Wright-Simmons,Education,East,Medium,Webinar,39,27.06,19,0,299,0
Abigail Cunningham,Williams-Valentine,Healthcare,South,Large,Email,13,7.3,14,1,169,1
Joshua Holmes,Collins-Rhodes,IT,East,Small,Organic,30,14.54,19,1,120,1
Mario Garcia,Roman-Romero,Healthcare,South,Small,Email,30,2.14,19,0,273,0
Scott Anderson,"Richardson, Lee and Perez",Healthcare,East,Large,Ads,12,19.06,14,0,280,0
Natalie Peters,"Doyle, Clark and Knight",Education,West,Small,Organic,40,23.68,9,1,53,1
Courtney Perez,Garrison-Alvarado,Healthcare,South,Small,Organic,40,3.54,1,0,10,0
Jennifer Thomas,"Woods, Davis and Nguyen",Finance,South,Large,Organic,28,18.46,8,0,55,1
Brian Cox,"Swanson, Paul and Torres",Retail,West,Medium,Ads,21,27.29,12,1,81,1
Jerry Gregory,Turner and Sons,Education,South,Small,Email,12,6.14,15,0,53,0
Julie Russell MD,"Benton, Kaufman and Reyes",Education,North,Large,Organic,20,10.56,9,0,303,0
Debbie Vang,Wallace-Crawford,IT,North,Large,Webinar,41,26.18,6,1,292,1
Brendan Frederick,Rubio Inc,Retail,North,Large,Webinar,25,3.05,5,0,325,0
Dr. Charles Pratt,"Harris, Mueller and Raymond",Retail,East,Small,Email,22,29.47,9,0,239,1
Tracy Scott,"Holt, Graham and Chambers",Healthcare,East,Large,Webinar,9,11.78,18,0,97,1
Dawn Clark,Carter Ltd,Healthcare,West,Large,Webinar,33,1.9,6,1,332,1
Katherine Norris,Fox Group,Finance,East,Medium,Ads,7,29.69,15,1,243,0
Mariah Rogers,Allison-Davis,Finance,West,Medium,Organic,35,2.94,17,0,4,0
Tiffany Austin,Johnson-Simmons,Education,North,Small,Webinar,16,6.45,6,1,11,1
William Reese,Harris-Ho,Healthcare,South,Medium,Organic,46,11.78,13,1,11,1
Ariel Patel,Booth Inc,IT,East,Large,Email,11,19.13,15,1,202,1
Michelle Nicholson,"Collier, Chen and Dixon",Retail,East,Large,Webinar,13,20.71,8,0,258,1
Douglas Cruz,West LLC,Education,South,Medium,Webinar,42,23.35,2,0,319,1
Mrs. Jasmine Richardson,Anderson-Harrell,IT,West,Large,Organic,30,23.98,6,0,286,1
Cody Suarez,"Hall, Miller and Nguyen",Retail,South,Small,Email,17,10.99,18,1,166,1
Rachel Payne,Adams Group,Education,South,Large,Ads,34,24.64,11,0,364,0
Jared Steele,Watson-Gates,Education,South,Small,Organic,39,18.55,0,0,31,0
Mariah Morton,"Gallegos, Williams and Kirby",Finance,South,Large,Ads,14,23.37,12,0,32,1
Carla Walker,Taylor-Bennett,Education,North,Large,Ads,40,15.49,14,1,192,1
Emma Blackwell,"Horn, Gonzalez and Hunter",Finance,West,Small,Ads,33,22.24,11,1,201,1
Danielle Lozano,Sullivan-Hanson,Finance,South,Medium,Organic,15,29.84,14,1,111,1
Elizabeth Hamilton,Cunningham LLC,Finance,East,Medium,Email,33,29.14,14,0,191,1
Joe Dominguez,"Harris, Wagner and Carter",Healthcare,East,Large,Webinar,15,13.09,13,1,284,1
Jillian Lopez,"Barry, Todd and Gaines",IT,South,Large,Webinar,8,23.12,20,1,320,1
Lauren Holt,Lee-Douglas,Education,South,Large,Organic,23,27.14,18,1,9,1
Jordan Daniel,"James, Richmond and Hawkins",IT,South,Large,Email,43,17.14,4,1,307,1
Tina Chan,"Cole, Berg and Brown",Finance,East,Large,Email,47,8.83,0,0,187,0
Andrea Jackson,Garcia-Clarke,Retail,East,Small,Ads,39,14.91,5,1,149,1
Robert Gomez,Lloyd-Hall,Healthcare,West,Large,Organic,38,19.69,0,0,27,1
Nicholas Garcia,Jensen LLC,Healthcare,North,Medium,Ads,28,18.59,19,0,5,1
Darrell Lyons,"Green, Green and Blair",IT,North,Medium,Email,20,24.62,3,0,191,1
Kevin Mccoy,"Carter, Price and Bell",IT,West,Large,Ads,20,12.09,16,0,228,0
Anthony Pacheco,"Lee, Brown and Lyons",Education,South,Medium,Email,6,6.87,20,0,88,0
Kim Jones,"Phelps, Griffin and Thompson",IT,South,Medium,Webinar,27,10.17,6,1,224,1
Michael Weber,Leonard-Diaz,Healthcare,West,Medium,Email,34,20.99,17,0,337,1
Jonathan Mcconnell,"Russell, Parks and West",IT,South,Medium,Webinar,11,16.99,10,1,207,1
Noah King,"Gonzalez, Stone and Richards",IT,East,Large,Webinar,26,24.12,20,1,298,1
Brooke Montoya,Jones-Garcia,Finance,North,Small,Email,11,8.23,6,0,238,0
Henry Jacobs,Bass LLC,Retail,West,Large,Ads,9,27.1,1,0,297,0
Anna Dawson,Myers-Wright,Finance,South,Medium,Organic,23,18.99,11,1,248,1
Lawrence Rice,"Taylor, Anderson and Smith",Retail,West,Small,Ads,9,3.01,10,0,162,1
Carrie Smith DVM,"Rice, Carter and Ortega",Education,South,Medium,Email,2,12.54,6,0,365,0
Angela Massey,Brewer Ltd,Healthcare,East,Medium,Email,31,12.68,5,0,365,0
Ashlee Gilbert,Tran-Cummings,Finance,West,Small,Webinar,33,7.24,13,0,256,1
Christy Chavez,"Holloway, Molina and Johnson",Healthcare,South,Medium,Email,15,1.6,18,1,233,1
Daniel Thomas,"Sullivan, Lee and Anderson",IT,North,Medium,Organic,1,10.08,12,1,260,0
Dominique Moore,Drake Ltd,IT,East,Small,Ads,7,28.7,14,0,31,0
Christopher Acevedo,Roberson-Mason,Retail,South,Large,Email,33,6.93,14,0,101,0
Michelle Reed,Byrd-Duran,Retail,West,Small,Organic,32,29.71,7,0,125,1
Terry Roberts,Allen Inc,Healthcare,South,Medium,Email,26,1.05,17,0,257,0
Sarah Johnson,Arnold-Roberts,Healthcare,West,Medium,Organic,13,9.3,0,1,6,0
Oscar Mooney,Lewis Inc,Education,North,Medium,Email,37,23.6,1,0,172,1
Kimberly Ellis DVM,"Gomez, Wilson and Bright",Education,North,Medium,Ads,2,7.6,8,0,6,0
Dawn Brown,Williams Inc,Healthcare,East,Small,Webinar,44,19.9,3,0,165,1
Dean Fields,Church-Duke,IT,West,Large,Organic,2,23.39,10,1,136,0
Melinda Williams,Mcknight-Fuller,Education,North,Medium,Webinar,5,22.2,16,0,51,1
Jo Martinez,Sheppard Group,Healthcare,South,Medium,Email,9,6.57,13,1,146,1
Nicole Martinez,"Carlson, Hoffman and Ramos",Finance,North,Small,Organic,35,8.61,11,1,172,1
Carmen Long,Calderon-Webb,Healthcare,West,Small,Ads,19,10.28,13,0,32,1
Anne Dixon,"Cardenas, Mccarthy and Clark",Finance,South,Large,Webinar,50,17,6,0,116,0
Riley Mcdonald,Alvarez-Thompson,Retail,West,Medium,Webinar,17,22.6,6,0,310,1
Shelia Williams,Tran Group,Healthcare,South,Small,Email,3,17.15,3,1,54,0
Cheryl Morgan,Barber-Chen,Retail,East,Small,Email,19,22.01,11,1,269,1
Derek Hale,"Wise, Lynch and Miller",Finance,South,Medium,Email,40,15.86,20,0,48,1
Mark Brown,Mckenzie LLC,Retail,West,Small,Ads,37,28.3,19,1,143,1
Jade Johnston,Rogers-Patel,Healthcare,East,Medium,Webinar,32,2.93,10,1,280,1
Andre Meyer,Martin Ltd,Retail,South,Large,Email,41,13.08,5,1,225,1
John Atkinson,Gray-Porter,IT,South,Large,Organic,44,11.04,8,1,148,1
Kimberly Tran,Valentine-Ray,Healthcare,South,Medium,Organic,37,4.35,10,0,88,1
Mrs. Rebecca Hudson DVM,Chambers Ltd,IT,South,Large,Organic,44,27.91,14,0,9,1
Joseph Smith,"Snyder, Ross and Todd",IT,East,Medium,Organic,8,21.73,10,1,45,1
Diana Moreno,"Sanchez, Phillips and Decker",Retail,North,Small,Webinar,16,24.22,19,1,146,1
Mr. Jason Long MD,"Holland, Moody and Lambert",Retail,South,Large,Webinar,4,28.16,15,0,204,0
Emily Robinson,"Phillips, Harris and Coffey",Education,South,Medium,Ads,18,1.06,20,1,71,1
Amy Knight,"Shepherd, Ali and Cuevas",Finance,North,Small,Webinar,22,21.29,14,1,248,1
Brittany Anderson,Johnston-Moyer,Retail,North,Large,Ads,22,5.23,20,0,89,0
Taylor Thomas,Conley-Lam,Finance,East,Large,Ads,44,5.16,11,0,8,1
Jennifer Cook,Rhodes-Graves,IT,North,Large,Ads,45,22.92,5,1,33,0
Jaime Hurst,Marshall-Patterson,Education,West,Small,Webinar,38,17.21,12,1,90,1
Theresa Miller,Anderson Group,Education,South,Large,Ads,37,7.49,14,0,347,0
Tiffany Day,Wall Ltd,Retail,East,Small,Email,15,19.7,0,1,40,0
Brandon Tapia,"Gutierrez, Clark and Howard",Finance,North,Medium,Ads,12,4.35,10,0,63,1
Angela Campos,Willis-Thomas,IT,South,Small,Ads,31,2.06,8,1,274,1
Tyler Berger,Daniel Ltd,Education,North,Small,Webinar,25,29.75,2,1,23,1
Bruce Roberts,"Mccormick, White and Jackson",Retail,South,Small,Webinar,16,15.13,18,1,271,1
Danielle Turner,Fitzpatrick Ltd,Education,West,Small,Webinar,25,16.83,6,1,60,1
William Walker,Thomas-Perry,Healthcare,East,Large,Ads,31,18.43,13,1,226,1
Kimberly Miller,Hale-Navarro,Finance,South,Large,Email,19,7.25,4,1,292,0
Wendy Rogers,Lucero Inc,Finance,East,Medium,Organic,45,28.44,6,1,260,1
Meredith Mcclure,Alexander-Lee,Education,West,Large,Ads,50,8.57,6,0,131,0
Paige Morgan,Burke-Sullivan,Retail,West,Medium,Email,19,4.51,11,0,111,0
Douglas Alexander,Grant-Richardson,Finance,West,Medium,Organic,15,18.96,6,1,50,1
